taskid -- core -- memory -- virtual_memory -- disk -- time -- average_cores -- 0
619 -- 1 -- 451 -- 1331 -- 318 -- 49.542763 -- 0.5 -- 2
818 -- 1 -- 100 -- 405 -- 320 -- 2.685384 -- 0.992 -- 3
749 -- 1 -- 459 -- 1339 -- 318 -- 23.792325 -- 0.998 -- 2
753 -- 1 -- 457 -- 1337 -- 318 -- 23.794512 -- 0.998 -- 2
730 -- 1 -- 464 -- 1344 -- 318 -- 26.365728 -- 0.997 -- 2
755 -- 1 -- 459 -- 1337 -- 318 -- 23.774728 -- 1.001 -- 2
761 -- 1 -- 459 -- 1337 -- 318 -- 23.020043 -- 0.998 -- 2
756 -- 1 -- 458 -- 1338 -- 318 -- 23.731515 -- 1 -- 2
621 -- 1 -- 456 -- 1336 -- 318 -- 50.206201 -- 0.509 -- 2
751 -- 1 -- 463 -- 1337 -- 318 -- 24.238196 -- 0.999 -- 2
616 -- 1 -- 456 -- 1331 -- 318 -- 50.399108 -- 0.468 -- 2
757 -- 1 -- 463 -- 1337 -- 318 -- 23.888637 -- 0.999 -- 2
764 -- 1 -- 462 -- 1341 -- 318 -- 22.944655 -- 0.998 -- 2
740 -- 1 -- 464 -- 1344 -- 318 -- 25.977679 -- 0.998 -- 2
750 -- 1 -- 459 -- 1337 -- 318 -- 24.466334 -- 0.997 -- 2
537 -- 1 -- 464 -- 1338 -- 318 -- 51.077786 -- 0.378 -- 2
760 -- 1 -- 457 -- 1338 -- 318 -- 23.920161 -- 1.001 -- 2
620 -- 1 -- 450 -- 1330 -- 318 -- 50.974531 -- 0.515 -- 2
734 -- 1 -- 465 -- 1345 -- 318 -- 25.638672 -- 0.998 -- 2
829 -- 1 -- 100 -- 405 -- 320 -- 2.658917 -- 0.992 -- 3
614 -- 1 -- 456 -- 1330 -- 318 -- 51.532421 -- 0.358 -- 2
766 -- 1 -- 462 -- 1342 -- 318 -- 23.491973 -- 1 -- 2
744 -- 1 -- 470 -- 1344 -- 318 -- 26.621104 -- 0.998 -- 2
752 -- 1 -- 468 -- 1342 -- 318 -- 26.201382 -- 0.999 -- 2
538 -- 1 -- 455 -- 1335 -- 318 -- 52.699584 -- 0.487 -- 2
839 -- 1 -- 112 -- 417 -- 322 -- 3.190159 -- 0.993 -- 3
771 -- 1 -- 466 -- 1340 -- 318 -- 18.673214 -- 0.995 -- 2
513 -- 1 -- 457 -- 1337 -- 318 -- 70.145726 -- 0.359 -- 2
767 -- 1 -- 459 -- 1340 -- 318 -- 24.000813 -- 1.001 -- 2
772 -- 1 -- 467 -- 1341 -- 318 -- 18.787942 -- 0.997 -- 2
516 -- 1 -- 454 -- 1335 -- 318 -- 69.651749 -- 0.34 -- 2
622 -- 1 -- 451 -- 1331 -- 318 -- 53.142254 -- 0.463 -- 2
849 -- 1 -- 103 -- 408 -- 320 -- 3.00423 -- 0.993 -- 3
517 -- 1 -- 460 -- 1340 -- 318 -- 69.588054 -- 0.355 -- 2
514 -- 1 -- 460 -- 1340 -- 318 -- 70.515878 -- 0.351 -- 2
763 -- 1 -- 459 -- 1339 -- 318 -- 26.003724 -- 0.999 -- 2
768 -- 1 -- 459 -- 1340 -- 318 -- 22.945467 -- 0.998 -- 2
522 -- 1 -- 456 -- 1335 -- 318 -- 66.167489 -- 0.366 -- 2
423 -- 1 -- 463 -- 1343 -- 318 -- 64.55324 -- 0.413 -- 2
859 -- 1 -- 100 -- 405 -- 320 -- 2.829357 -- 0.995 -- 3
524 -- 1 -- 456 -- 1337 -- 318 -- 66.08790399999999 -- 0.371 -- 2
519 -- 1 -- 464 -- 1340 -- 318 -- 70.19426199999999 -- 0.352 -- 2
521 -- 1 -- 460 -- 1340 -- 318 -- 67.526901 -- 0.382 -- 2
518 -- 1 -- 459 -- 1335 -- 318 -- 70.730206 -- 0.351 -- 2
774 -- 1 -- 468 -- 1342 -- 318 -- 19.0029 -- 0.996 -- 2
754 -- 1 -- 463 -- 1337 -- 318 -- 19.159622 -- 0.992 -- 2
777 -- 1 -- 468 -- 1342 -- 318 -- 18.801322 -- 0.997 -- 2
523 -- 1 -- 460 -- 1340 -- 318 -- 67.135969 -- 0.391 -- 2
782 -- 1 -- 364 -- 1240 -- 318 -- 16.340135 -- 0.994 -- 2
528 -- 1 -- 454 -- 1334 -- 318 -- 66.713049 -- 0.358 -- 2
658 -- 1 -- 457 -- 1337 -- 318 -- 42.856629 -- 0.885 -- 2
770 -- 1 -- 462 -- 1342 -- 318 -- 22.474941 -- 0.997 -- 2
869 -- 1 -- 114 -- 419 -- 322 -- 3.336427 -- 0.991 -- 3
526 -- 1 -- 460 -- 1340 -- 318 -- 67.714433 -- 0.367 -- 2
631 -- 1 -- 455 -- 1335 -- 318 -- 43.447229 -- 0.539 -- 2
879 -- 1 -- 102 -- 407 -- 321 -- 2.781976 -- 0.99 -- 3
617 -- 1 -- 459 -- 1333 -- 318 -- 57.098804 -- 0.452 -- 2
889 -- 1 -- 101 -- 407 -- 321 -- 2.255523 -- 0.993 -- 3
781 -- 1 -- 466 -- 1340 -- 318 -- 18.856627 -- 0.995 -- 2
527 -- 1 -- 460 -- 1340 -- 318 -- 69.012281 -- 0.377 -- 2
773 -- 1 -- 460 -- 1340 -- 318 -- 22.835846 -- 1.001 -- 2
783 -- 1 -- 466 -- 1340 -- 318 -- 18.625967 -- 0.997 -- 2
630 -- 1 -- 455 -- 1335 -- 318 -- 44.93097 -- 0.5570000000000001 -- 2
508 -- 1 -- 245 -- 1128 -- 318 -- 78.593469 -- 0.249 -- 2
629 -- 1 -- 461 -- 1340 -- 318 -- 45.195852 -- 0.5610000000000001 -- 2
694 -- 1 -- 451 -- 1331 -- 318 -- 42.966579 -- 0.551 -- 2
587 -- 1 -- 400 -- 1281 -- 318 -- 58.986722 -- 0.403 -- 2
785 -- 1 -- 471 -- 1345 -- 318 -- 19.137139 -- 0.995 -- 2
695 -- 1 -- 448 -- 1328 -- 318 -- 43.840271 -- 0.5600000000000001 -- 2
618 -- 1 -- 456 -- 1336 -- 318 -- 59.365591 -- 0.407 -- 2
788 -- 1 -- 471 -- 1345 -- 318 -- 18.96286 -- 0.997 -- 2
776 -- 1 -- 459 -- 1340 -- 318 -- 23.700452 -- 0.995 -- 2
786 -- 1 -- 470 -- 1344 -- 318 -- 19.6872 -- 0.996 -- 2
778 -- 1 -- 460 -- 1340 -- 318 -- 24.024016 -- 0.998 -- 2
678 -- 1 -- 458 -- 1333 -- 318 -- 48.345899 -- 0.39 -- 2
698 -- 1 -- 448 -- 1328 -- 318 -- 44.914025 -- 0.5610000000000001 -- 2
701 -- 1 -- 456 -- 1330 -- 318 -- 44.641149 -- 0.5659999999999999 -- 2
793 -- 1 -- 470 -- 1344 -- 318 -- 19.101673 -- 0.997 -- 2
795 -- 1 -- 469 -- 1343 -- 318 -- 19.209216 -- 0.997 -- 2
899 -- 1 -- 115 -- 420 -- 323 -- 2.640127 -- 0.994 -- 3
429 -- 1 -- 460 -- 1335 -- 318 -- 95.96652899999999 -- 0.265 -- 2
535 -- 1 -- 453 -- 1333 -- 318 -- 72.720561 -- 0.344 -- 2
909 -- 1 -- 100 -- 405 -- 320 -- 2.602053 -- 0.994 -- 3
697 -- 1 -- 453 -- 1333 -- 318 -- 46.371782 -- 0.55 -- 2
703 -- 1 -- 453 -- 1334 -- 318 -- 45.955179 -- 0.575 -- 2
696 -- 1 -- 455 -- 1335 -- 318 -- 47.081647 -- 0.528 -- 2
700 -- 1 -- 453 -- 1333 -- 318 -- 46.500651 -- 0.5629999999999999 -- 2
702 -- 1 -- 453 -- 1333 -- 318 -- 46.384784 -- 0.58 -- 2
784 -- 1 -- 464 -- 1344 -- 318 -- 23.413385 -- 0.998 -- 2
802 -- 1 -- 267 -- 1151 -- 318 -- 19.248464 -- 0.995 -- 2
780 -- 1 -- 462 -- 1341 -- 318 -- 24.748711 -- 0.999 -- 2
915 -- 1 -- 100 -- 405 -- 320 -- 2.178637 -- 0.989 -- 3
673 -- 1 -- 458 -- 1338 -- 318 -- 56.089366 -- 0.452 -- 2
425 -- 1 -- 464 -- 1344 -- 318 -- 98.643534 -- 0.27 -- 2
796 -- 1 -- 465 -- 1345 -- 318 -- 22.342061 -- 1 -- 2
790 -- 1 -- 465 -- 1345 -- 318 -- 23.265836 -- 0.999 -- 2
791 -- 1 -- 470 -- 1345 -- 318 -- 23.310274 -- 0.999 -- 2
426 -- 1 -- 461 -- 1335 -- 318 -- 99.13997500000001 -- 0.26 -- 2
674 -- 1 -- 460 -- 1338 -- 318 -- 55.617265 -- 0.465 -- 2
672 -- 1 -- 452 -- 1333 -- 318 -- 57.38933 -- 0.469 -- 2
787 -- 1 -- 464 -- 1344 -- 318 -- 24.911641 -- 0.999 -- 2
531 -- 1 -- 456 -- 1336 -- 318 -- 75.70384 -- 0.525 -- 2
576 -- 1 -- 460 -- 1334 -- 318 -- 72.053798 -- 0.267 -- 2
612 -- 1 -- 464 -- 1336 -- 318 -- 65.587075 -- 0.296 -- 2
794 -- 1 -- 464 -- 1344 -- 318 -- 24.173513 -- 0.997 -- 2
534 -- 1 -- 461 -- 1338 -- 318 -- 76.72327799999999 -- 0.341 -- 2
798 -- 1 -- 465 -- 1345 -- 318 -- 24.068085 -- 0.999 -- 2
428 -- 1 -- 457 -- 1335 -- 318 -- 100.835633 -- 0.265 -- 2
427 -- 1 -- 466 -- 1340 -- 318 -- 100.9541 -- 0.268 -- 2
792 -- 1 -- 471 -- 1345 -- 318 -- 25.301164 -- 1 -- 2
797 -- 1 -- 464 -- 1344 -- 318 -- 24.685772 -- 1 -- 2
676 -- 1 -- 461 -- 1335 -- 318 -- 54.499634 -- 0.465 -- 2
800 -- 1 -- 465 -- 1345 -- 318 -- 23.613596 -- 0.999 -- 2
492 -- 1 -- 454 -- 1334 -- 318 -- 93.061584 -- 0.262 -- 2
939 -- 1 -- 103 -- 408 -- 320 -- 2.629938 -- 0.992 -- 3
677 -- 1 -- 458 -- 1338 -- 318 -- 55.135681 -- 0.483 -- 2
837 -- 1 -- 471 -- 1345 -- 318 -- 18.671771 -- 0.998 -- 2
801 -- 1 -- 464 -- 1344 -- 318 -- 24.168867 -- 0.997 -- 2
533 -- 1 -- 455 -- 1335 -- 318 -- 79.137315 -- 0.317 -- 2
499 -- 1 -- 455 -- 1335 -- 318 -- 92.84661199999999 -- 0.251 -- 2
494 -- 1 -- 462 -- 1335 -- 318 -- 94.052599 -- 0.262 -- 2
855 -- 1 -- 236 -- 1119 -- 318 -- 18.118719 -- 0.996 -- 2
581 -- 1 -- 460 -- 1335 -- 318 -- 75.41098100000001 -- 0.252 -- 2
949 -- 1 -- 100 -- 405 -- 320 -- 2.796966 -- 0.992 -- 3
503 -- 1 -- 455 -- 1335 -- 318 -- 92.73739399999999 -- 0.264 -- 2
679 -- 1 -- 458 -- 1338 -- 318 -- 56.868824 -- 0.46 -- 2
569 -- 1 -- 454 -- 1334 -- 318 -- 77.137772 -- 0.335 -- 2
928 -- 1 -- 113 -- 418 -- 322 -- 3.268262 -- 0.993 -- 3
501 -- 1 -- 461 -- 1335 -- 318 -- 93.942333 -- 0.261 -- 2
507 -- 1 -- 460 -- 1340 -- 318 -- 91.59448999999999 -- 0.253 -- 2
493 -- 1 -- 460 -- 1340 -- 318 -- 96.167041 -- 0.259 -- 2
506 -- 1 -- 460 -- 1335 -- 318 -- 92.33164499999999 -- 0.27 -- 2
498 -- 1 -- 462 -- 1340 -- 318 -- 95.22475900000001 -- 0.265 -- 2
775 -- 1 -- 460 -- 1340 -- 318 -- 23.113223 -- 0.997 -- 2
502 -- 1 -- 462 -- 1340 -- 318 -- 93.896281 -- 0.268 -- 2
497 -- 1 -- 454 -- 1335 -- 318 -- 95.40452399999999 -- 0.27 -- 2
866 -- 1 -- 211 -- 1089 -- 318 -- 17.691544 -- 0.746 -- 2
611 -- 1 -- 456 -- 1330 -- 318 -- 70.65151899999999 -- 0.259 -- 2
504 -- 1 -- 460 -- 1340 -- 318 -- 93.920356 -- 0.276 -- 2
496 -- 1 -- 468 -- 1340 -- 318 -- 95.985153 -- 0.277 -- 2
825 -- 1 -- 465 -- 1345 -- 318 -- 23.240175 -- 0.998 -- 2
842 -- 1 -- 403 -- 1284 -- 318 -- 21.419119 -- 0.999 -- 2
959 -- 1 -- 102 -- 407 -- 321 -- 3.010889 -- 0.995 -- 3
532 -- 1 -- 459 -- 1339 -- 318 -- 81.90037700000001 -- 0.32 -- 2
823 -- 1 -- 459 -- 1339 -- 318 -- 23.850279 -- 1 -- 2
827 -- 1 -- 465 -- 1345 -- 318 -- 23.077069 -- 0.998 -- 2
500 -- 1 -- 468 -- 1342 -- 318 -- 96.041713 -- 0.281 -- 2
824 -- 1 -- 465 -- 1345 -- 318 -- 23.019644 -- 0.999 -- 2
830 -- 1 -- 464 -- 1344 -- 318 -- 23.354765 -- 0.997 -- 2
826 -- 1 -- 464 -- 1344 -- 318 -- 24.218013 -- 0.999 -- 2
836 -- 1 -- 464 -- 1344 -- 318 -- 23.250299 -- 0.994 -- 2
577 -- 1 -- 460 -- 1340 -- 318 -- 79.403831 -- 0.32 -- 2
838 -- 1 -- 465 -- 1345 -- 318 -- 23.645964 -- 1 -- 2
831 -- 1 -- 466 -- 1345 -- 318 -- 24.157225 -- 0.998 -- 2
680 -- 1 -- 459 -- 1333 -- 318 -- 60.3643 -- 0.309 -- 2
968 -- 1 -- 113 -- 418 -- 322 -- 3.170335 -- 0.986 -- 3
610 -- 1 -- 456 -- 1336 -- 318 -- 73.39084200000001 -- 0.349 -- 2
572 -- 1 -- 456 -- 1334 -- 318 -- 80.325136 -- 0.32 -- 2
570 -- 1 -- 454 -- 1334 -- 318 -- 80.65079299999999 -- 0.329 -- 2
853 -- 1 -- 463 -- 1339 -- 318 -- 22.820404 -- 0.997 -- 2
834 -- 1 -- 464 -- 1344 -- 318 -- 24.535056 -- 0.998 -- 2
844 -- 1 -- 459 -- 1337 -- 318 -- 23.427252 -- 1.001 -- 2
890 -- 1 -- 268 -- 1151 -- 318 -- 18.016669 -- 0.982 -- 2
840 -- 1 -- 465 -- 1345 -- 318 -- 24.121067 -- 1 -- 2
846 -- 1 -- 459 -- 1337 -- 318 -- 23.507411 -- 0.999 -- 2
854 -- 1 -- 457 -- 1337 -- 318 -- 23.170435 -- 0.997 -- 2
979 -- 1 -- 100 -- 405 -- 320 -- 3.037774 -- 0.992 -- 3
828 -- 1 -- 465 -- 1345 -- 318 -- 25.261352 -- 1 -- 2
847 -- 1 -- 454 -- 1335 -- 318 -- 23.670782 -- 1 -- 2
852 -- 1 -- 454 -- 1334 -- 318 -- 23.729385 -- 0.997 -- 2
843 -- 1 -- 456 -- 1336 -- 318 -- 24.404637 -- 0.997 -- 2
580 -- 1 -- 454 -- 1335 -- 318 -- 80.72869900000001 -- 0.33 -- 2
850 -- 1 -- 456 -- 1334 -- 318 -- 23.976083 -- 1 -- 2
586 -- 1 -- 454 -- 1334 -- 318 -- 74.634433 -- 0.359 -- 2
885 -- 1 -- 473 -- 1346 -- 318 -- 19.70747 -- 0.993 -- 2
835 -- 1 -- 470 -- 1345 -- 318 -- 25.528191 -- 1 -- 2
886 -- 1 -- 467 -- 1340 -- 318 -- 19.747811 -- 0.99 -- 2
574 -- 1 -- 454 -- 1334 -- 318 -- 81.633636 -- 0.314 -- 2
845 -- 1 -- 454 -- 1334 -- 318 -- 24.824081 -- 1 -- 2
989 -- 1 -- 102 -- 407 -- 321 -- 2.87132 -- 0.991 -- 3
848 -- 1 -- 456 -- 1336 -- 318 -- 24.862304 -- 1 -- 2
573 -- 1 -- 460 -- 1340 -- 318 -- 82.081667 -- 0.315 -- 2
578 -- 1 -- 460 -- 1335 -- 318 -- 81.66685099999999 -- 0.316 -- 2
887 -- 1 -- 475 -- 1349 -- 318 -- 20.313603 -- 0.958 -- 2
583 -- 1 -- 454 -- 1334 -- 318 -- 81.16021499999999 -- 0.293 -- 2
579 -- 1 -- 466 -- 1340 -- 318 -- 81.072491 -- 0.329 -- 2
568 -- 1 -- 464 -- 1339 -- 318 -- 81.89086 -- 0.311 -- 2
571 -- 1 -- 460 -- 1339 -- 318 -- 82.475009 -- 0.313 -- 2
584 -- 1 -- 460 -- 1340 -- 318 -- 81.470164 -- 0.325 -- 2
851 -- 1 -- 456 -- 1336 -- 318 -- 25.146216 -- 1 -- 2
582 -- 1 -- 461 -- 1341 -- 318 -- 81.78800200000001 -- 0.317 -- 2
841 -- 1 -- 465 -- 1345 -- 318 -- 26.488872 -- 0.997 -- 2
898 -- 1 -- 478 -- 1350 -- 318 -- 18.944746 -- 0.998 -- 2
832 -- 1 -- 465 -- 1345 -- 318 -- 23.287759 -- 1 -- 2
1007 -- 1 -- 104 -- 410 -- 320 -- 2.788095 -- 0.993 -- 3
998 -- 1 -- 114 -- 419 -- 322 -- 3.324702 -- 0.992 -- 3
880 -- 1 -- 452 -- 1332 -- 318 -- 22.676218 -- 0.998 -- 2
833 -- 1 -- 464 -- 1344 -- 318 -- 24.757091 -- 0.997 -- 2
1019 -- 1 -- 103 -- 408 -- 320 -- 2.855941 -- 0.992 -- 3
1029 -- 1 -- 103 -- 408 -- 321 -- 2.950318 -- 0.992 -- 3
883 -- 1 -- 467 -- 1346 -- 318 -- 24.185133 -- 0.986 -- 2
901 -- 1 -- 371 -- 1247 -- 318 -- 21.092252 -- 0.988 -- 2
913 -- 1 -- 480 -- 1353 -- 318 -- 19.408365 -- 0.998 -- 2
884 -- 1 -- 461 -- 1340 -- 318 -- 24.533543 -- 0.987 -- 2
926 -- 1 -- 207 -- 1092 -- 318 -- 16.520774 -- 0.988 -- 2
881 -- 1 -- 468 -- 1347 -- 318 -- 25.052428 -- 0.979 -- 2
908 -- 1 -- 476 -- 1349 -- 318 -- 20.921676 -- 0.929 -- 2
888 -- 1 -- 461 -- 1341 -- 318 -- 24.505712 -- 0.989 -- 2
911 -- 1 -- 477 -- 1350 -- 318 -- 20.474067 -- 0.9429999999999999 -- 2
882 -- 1 -- 474 -- 1350 -- 318 -- 25.940434 -- 0.984 -- 2
893 -- 1 -- 470 -- 1350 -- 318 -- 24.094078 -- 0.996 -- 2
671 -- 1 -- 459 -- 1338 -- 318 -- 74.64265899999999 -- 0.342 -- 2
914 -- 1 -- 479 -- 1353 -- 318 -- 19.057539 -- 0.998 -- 2
895 -- 1 -- 471 -- 1350 -- 318 -- 24.232239 -- 1 -- 2
902 -- 1 -- 447 -- 1320 -- 318 -- 19.553261 -- 0.968 -- 2
1039 -- 1 -- 116 -- 421 -- 323 -- 3.660425 -- 0.994 -- 3
894 -- 1 -- 471 -- 1350 -- 318 -- 25.444562 -- 0.999 -- 2
897 -- 1 -- 472 -- 1350 -- 318 -- 25.056562 -- 1.001 -- 2
1049 -- 1 -- 112 -- 418 -- 321 -- 2.435773 -- 0.99 -- 3
896 -- 1 -- 471 -- 1350 -- 318 -- 25.827333 -- 0.995 -- 2
932 -- 1 -- 478 -- 1352 -- 318 -- 19.237292 -- 0.998 -- 2
906 -- 1 -- 471 -- 1350 -- 318 -- 24.762727 -- 0.958 -- 2
891 -- 1 -- 457 -- 1337 -- 318 -- 27.494726 -- 0.858 -- 2
947 -- 1 -- 203 -- 1087 -- 318 -- 17.524271 -- 0.992 -- 2
904 -- 1 -- 471 -- 1350 -- 318 -- 25.446013 -- 0.982 -- 2
912 -- 1 -- 460 -- 1339 -- 318 -- 24.169723 -- 0.965 -- 2
900 -- 1 -- 471 -- 1351 -- 318 -- 26.279453 -- 0.99 -- 2
903 -- 1 -- 471 -- 1350 -- 318 -- 26.258523 -- 0.96 -- 2
907 -- 1 -- 470 -- 1350 -- 318 -- 25.757997 -- 0.964 -- 2
892 -- 1 -- 471 -- 1350 -- 318 -- 28.496541 -- 0.888 -- 2
922 -- 1 -- 478 -- 1351 -- 318 -- 23.173685 -- 1 -- 2
1059 -- 1 -- 111 -- 416 -- 323 -- 2.65873 -- 0.994 -- 3
943 -- 1 -- 466 -- 1340 -- 318 -- 19.770548 -- 0.995 -- 2
910 -- 1 -- 471 -- 1350 -- 318 -- 25.756552 -- 0.9419999999999999 -- 2
938 -- 1 -- 407 -- 1285 -- 318 -- 20.87463 -- 1 -- 2
905 -- 1 -- 471 -- 1350 -- 318 -- 27.096547 -- 0.953 -- 2
628 -- 1 -- 460 -- 1335 -- 318 -- 24.078671 -- 1 -- 2
944 -- 1 -- 475 -- 1348 -- 318 -- 20.364843 -- 0.957 -- 2
627 -- 1 -- 460 -- 1340 -- 318 -- 24.847347 -- 0.998 -- 2
927 -- 1 -- 450 -- 1330 -- 318 -- 23.610591 -- 1 -- 2
925 -- 1 -- 473 -- 1352 -- 318 -- 24.336946 -- 0.999 -- 2
930 -- 1 -- 471 -- 1351 -- 318 -- 23.541749 -- 0.99 -- 2
923 -- 1 -- 473 -- 1352 -- 318 -- 25.09002 -- 0.999 -- 2
924 -- 1 -- 473 -- 1352 -- 318 -- 25.03878 -- 1 -- 2
1069 -- 1 -- 99 -- 404 -- 319 -- 2.741729 -- 0.993 -- 3
929 -- 1 -- 471 -- 1351 -- 318 -- 24.649636 -- 0.998 -- 2
921 -- 1 -- 473 -- 1352 -- 318 -- 24.84387 -- 0.997 -- 2
937 -- 1 -- 477 -- 1350 -- 318 -- 23.387167 -- 1 -- 2
957 -- 1 -- 479 -- 1352 -- 318 -- 19.88361 -- 0.961 -- 2
933 -- 1 -- 471 -- 1351 -- 318 -- 23.893296 -- 0.99 -- 2
935 -- 1 -- 471 -- 1351 -- 318 -- 24.149325 -- 1 -- 2
934 -- 1 -- 471 -- 1351 -- 318 -- 24.554566 -- 1.001 -- 2
931 -- 1 -- 471 -- 1350 -- 318 -- 25.183773 -- 1.001 -- 2
978 -- 1 -- 415 -- 1290 -- 318 -- 18.020034 -- 0.976 -- 2
962 -- 1 -- 321 -- 1203 -- 318 -- 20.028947 -- 0.977 -- 2
936 -- 1 -- 479 -- 1351 -- 318 -- 24.777488 -- 0.998 -- 2
664 -- 1 -- 455 -- 1335 -- 318 -- 84.889152 -- 0.3 -- 2
1079 -- 1 -- 113 -- 418 -- 322 -- 3.178239 -- 0.988 -- 3
977 -- 1 -- 465 -- 1339 -- 318 -- 19.290451 -- 0.988 -- 2
942 -- 1 -- 466 -- 1345 -- 318 -- 24.893858 -- 0.998 -- 2
946 -- 1 -- 461 -- 1340 -- 318 -- 24.276415 -- 0.952 -- 2
666 -- 1 -- 461 -- 1341 -- 318 -- 85.22012100000001 -- 0.29 -- 2
668 -- 1 -- 453 -- 1333 -- 318 -- 85.189575 -- 0.293 -- 2
870 -- 1 -- 462 -- 1336 -- 318 -- 37.361309 -- 0.504 -- 2
950 -- 1 -- 479 -- 1352 -- 318 -- 24.382652 -- 0.998 -- 2
945 -- 1 -- 460 -- 1339 -- 318 -- 25.15612 -- 0.975 -- 2
669 -- 1 -- 466 -- 1340 -- 318 -- 84.934022 -- 0.306 -- 2
948 -- 1 -- 466 -- 1346 -- 318 -- 24.657403 -- 0.996 -- 2
954 -- 1 -- 473 -- 1352 -- 318 -- 24.378601 -- 0.986 -- 2
955 -- 1 -- 475 -- 1352 -- 318 -- 23.833253 -- 0.983 -- 2
681 -- 1 -- 372 -- 1254 -- 318 -- 30.496758 -- 0.753 -- 2
941 -- 1 -- 468 -- 1348 -- 318 -- 26.585078 -- 0.888 -- 2
951 -- 1 -- 473 -- 1352 -- 318 -- 25.007114 -- 1 -- 2
953 -- 1 -- 473 -- 1352 -- 318 -- 25.393835 -- 0.996 -- 2
1099 -- 1 -- 112 -- 417 -- 322 -- 2.574823 -- 0.994 -- 3
670 -- 1 -- 452 -- 1332 -- 318 -- 86.643789 -- 0.274 -- 2
808 -- 1 -- 470 -- 1344 -- 318 -- 47.579263 -- 0.405 -- 2
963 -- 1 -- 460 -- 1333 -- 318 -- 23.650299 -- 0.838 -- 2
995 -- 1 -- 472 -- 1346 -- 318 -- 19.497657 -- 0.969 -- 2
966 -- 1 -- 461 -- 1341 -- 318 -- 23.685375 -- 0.994 -- 2
956 -- 1 -- 474 -- 1353 -- 318 -- 25.634351 -- 0.976 -- 2
1088 -- 1 -- 99 -- 404 -- 320 -- 2.706937 -- 0.991 -- 3
952 -- 1 -- 473 -- 1352 -- 318 -- 25.198151 -- 1.001 -- 2
958 -- 1 -- 474 -- 1353 -- 318 -- 25.618662 -- 0.971 -- 2
1109 -- 1 -- 102 -- 407 -- 320 -- 2.98302 -- 0.992 -- 3
920 -- 1 -- 472 -- 1352 -- 318 -- 24.312867 -- 1 -- 2
972 -- 1 -- 438 -- 1318 -- 318 -- 24.079067 -- 0.972 -- 2
964 -- 1 -- 465 -- 1341 -- 318 -- 25.056192 -- 0.963 -- 2
975 -- 1 -- 465 -- 1339 -- 318 -- 24.188094 -- 1 -- 2
965 -- 1 -- 468 -- 1341 -- 318 -- 25.028276 -- 0.996 -- 2
1038 -- 1 -- 191 -- 1076 -- 318 -- 16.91879 -- 0.999 -- 2
974 -- 1 -- 459 -- 1338 -- 318 -- 24.341205 -- 0.997 -- 2
973 -- 1 -- 453 -- 1327 -- 318 -- 24.466463 -- 1 -- 2
967 -- 1 -- 467 -- 1341 -- 318 -- 25.092097 -- 0.993 -- 2
960 -- 1 -- 473 -- 1352 -- 318 -- 26.562733 -- 0.967 -- 2
970 -- 1 -- 467 -- 1340 -- 318 -- 24.636577 -- 0.964 -- 2
1124 -- 1 -- 111 -- 416 -- 322 -- 2.529721 -- 0.991 -- 3
984 -- 1 -- 476 -- 1355 -- 318 -- 24.236526 -- 0.995 -- 2
961 -- 1 -- 473 -- 1352 -- 318 -- 25.961759 -- 0.973 -- 2
976 -- 1 -- 466 -- 1346 -- 318 -- 25.494525 -- 0.999 -- 2
980 -- 1 -- 475 -- 1354 -- 318 -- 24.372543 -- 0.999 -- 2
987 -- 1 -- 482 -- 1355 -- 318 -- 24.253752 -- 1 -- 2
667 -- 1 -- 464 -- 1338 -- 318 -- 91.13026499999999 -- 0.295 -- 2
1061 -- 1 -- 237 -- 1115 -- 318 -- 13.327228 -- 0.996 -- 2
971 -- 1 -- 470 -- 1349 -- 318 -- 26.587774 -- 0.95 -- 2
983 -- 1 -- 481 -- 1354 -- 318 -- 25.263104 -- 1.001 -- 2
982 -- 1 -- 475 -- 1354 -- 318 -- 25.70248 -- 1 -- 2
940 -- 1 -- 474 -- 1347 -- 318 -- 32.206055 -- 0.828 -- 2
991 -- 1 -- 475 -- 1355 -- 318 -- 24.685603 -- 0.968 -- 2
981 -- 1 -- 481 -- 1354 -- 318 -- 26.029365 -- 0.998 -- 2
999 -- 1 -- 471 -- 1350 -- 318 -- 23.794942 -- 0.997 -- 2
1004 -- 1 -- 472 -- 1350 -- 318 -- 23.570337 -- 0.998 -- 2
997 -- 1 -- 471 -- 1350 -- 318 -- 23.907271 -- 1.001 -- 2
990 -- 1 -- 475 -- 1354 -- 318 -- 24.929329 -- 0.971 -- 2
985 -- 1 -- 475 -- 1354 -- 318 -- 26.113457 -- 0.998 -- 2
1145 -- 1 -- 113 -- 418 -- 320 -- 3.166999 -- 0.992 -- 3
996 -- 1 -- 470 -- 1349 -- 318 -- 24.490646 -- 0.982 -- 2
876 -- 1 -- 464 -- 1338 -- 318 -- 39.662661 -- 0.478 -- 2
1003 -- 1 -- 471 -- 1350 -- 318 -- 24.021996 -- 1 -- 2
993 -- 1 -- 475 -- 1354 -- 318 -- 24.76606 -- 0.98 -- 2
805 -- 1 -- 462 -- 1342 -- 318 -- 53.358538 -- 0.474 -- 2
988 -- 1 -- 475 -- 1354 -- 318 -- 26.089677 -- 0.983 -- 2
1000 -- 1 -- 471 -- 1350 -- 318 -- 24.460861 -- 1.001 -- 2
