taskid -- core -- memory -- virtual_memory -- disk -- time -- average_cores -- 0
398 -- 1 -- 460 -- 1340 -- 318 -- 30.094697 -- 0.8090000000000001 -- 2
397 -- 1 -- 461 -- 1335 -- 318 -- 30.91635 -- 0.8120000000000001 -- 2
276 -- 1 -- 466 -- 1340 -- 318 -- 67.21181199999999 -- 0.372 -- 2
404 -- 1 -- 434 -- 1315 -- 318 -- 28.10593 -- 0.8100000000000001 -- 2
399 -- 1 -- 462 -- 1337 -- 318 -- 30.588132 -- 0.8100000000000001 -- 2
401 -- 1 -- 454 -- 1334 -- 318 -- 29.689829 -- 0.822 -- 2
402 -- 1 -- 466 -- 1340 -- 318 -- 29.684966 -- 0.823 -- 2
400 -- 1 -- 466 -- 1340 -- 318 -- 30.364989 -- 0.8090000000000001 -- 2
396 -- 1 -- 466 -- 1340 -- 318 -- 32.94726 -- 0.82 -- 2
246 -- 1 -- 458 -- 1338 -- 318 -- 76.434749 -- 0.352 -- 2
324 -- 1 -- 436 -- 1313 -- 318 -- 59.155459 -- 0.41 -- 2
403 -- 1 -- 460 -- 1334 -- 318 -- 30.870843 -- 0.8169999999999999 -- 2
495 -- 1 -- 102 -- 407 -- 321 -- 3.137678 -- 0.994 -- 3
444 -- 1 -- 192 -- 1077 -- 318 -- 16.525553 -- 0.994 -- 2
245 -- 1 -- 453 -- 1333 -- 318 -- 79.45108399999999 -- 0.34 -- 2
258 -- 1 -- 460 -- 1338 -- 318 -- 74.170125 -- 0.33 -- 2
505 -- 1 -- 101 -- 406 -- 320 -- 2.917931 -- 0.993 -- 3
259 -- 1 -- 459 -- 1333 -- 318 -- 75.163259 -- 0.519 -- 2
410 -- 1 -- 456 -- 1336 -- 318 -- 33.928688 -- 1.111 -- 2
257 -- 1 -- 458 -- 1338 -- 318 -- 75.491885 -- 0.511 -- 2
412 -- 1 -- 457 -- 1337 -- 318 -- 34.318487 -- 0.676 -- 2
408 -- 1 -- 462 -- 1336 -- 318 -- 33.802406 -- 0.654 -- 2
413 -- 1 -- 441 -- 1322 -- 318 -- 34.943652 -- 0.6840000000000001 -- 2
411 -- 1 -- 428 -- 1308 -- 318 -- 35.237235 -- 0.6860000000000001 -- 2
407 -- 1 -- 465 -- 1345 -- 318 -- 34.507694 -- 1.075 -- 2
406 -- 1 -- 460 -- 1340 -- 318 -- 34.835356 -- 0.6850000000000001 -- 2
432 -- 1 -- 466 -- 1340 -- 318 -- 34.420772 -- 0.542 -- 2
256 -- 1 -- 453 -- 1334 -- 318 -- 82.86469 -- 0.31 -- 2
515 -- 1 -- 102 -- 407 -- 321 -- 4.339587 -- 0.724 -- 3
281 -- 1 -- 329 -- 1212 -- 318 -- 78.08713299999999 -- 0.265 -- 2
447 -- 1 -- 461 -- 1341 -- 318 -- 24.545848 -- 0.977 -- 2
292 -- 1 -- 223 -- 1099 -- 318 -- 40.91671 -- 0.43 -- 2
431 -- 1 -- 458 -- 1335 -- 318 -- 38.690645 -- 0.663 -- 2
381 -- 1 -- 461 -- 1335 -- 318 -- 49.552364 -- 0.37 -- 2
285 -- 1 -- 457 -- 1332 -- 318 -- 80.33604 -- 0.298 -- 2
262 -- 1 -- 459 -- 1339 -- 318 -- 84.600193 -- 0.285 -- 2
264 -- 1 -- 457 -- 1338 -- 318 -- 85.00256 -- 0.284 -- 2
471 -- 1 -- 460 -- 1340 -- 318 -- 23.297563 -- 0.995 -- 2
472 -- 1 -- 455 -- 1335 -- 318 -- 23.2077 -- 0.995 -- 2
468 -- 1 -- 460 -- 1340 -- 318 -- 23.874737 -- 0.999 -- 2
263 -- 1 -- 460 -- 1341 -- 318 -- 85.425523 -- 0.288 -- 2
333 -- 1 -- 339 -- 1221 -- 318 -- 43.249756 -- 0.497 -- 2
469 -- 1 -- 455 -- 1335 -- 318 -- 24.144448 -- 0.993 -- 2
265 -- 1 -- 426 -- 1300 -- 318 -- 85.770105 -- 0.442 -- 2
470 -- 1 -- 465 -- 1339 -- 318 -- 24.211675 -- 1 -- 2
271 -- 1 -- 461 -- 1339 -- 318 -- 83.61955 -- 0.287 -- 2
451 -- 1 -- 455 -- 1335 -- 318 -- 27.448754 -- 0.879 -- 2
371 -- 1 -- 462 -- 1335 -- 318 -- 55.673188 -- 0.334 -- 2
473 -- 1 -- 459 -- 1339 -- 318 -- 23.822842 -- 0.999 -- 2
474 -- 1 -- 463 -- 1343 -- 318 -- 23.853035 -- 0.997 -- 2
334 -- 1 -- 442 -- 1323 -- 318 -- 43.986825 -- 0.912 -- 2
275 -- 1 -- 433 -- 1313 -- 318 -- 84.044909 -- 0.29 -- 2
295 -- 1 -- 457 -- 1331 -- 318 -- 81.763143 -- 0.223 -- 2
273 -- 1 -- 419 -- 1300 -- 318 -- 84.82806100000001 -- 0.446 -- 2
274 -- 1 -- 459 -- 1339 -- 318 -- 84.83681900000001 -- 0.289 -- 2
478 -- 1 -- 455 -- 1335 -- 318 -- 23.262397 -- 0.989 -- 2
467 -- 1 -- 456 -- 1330 -- 318 -- 22.731341 -- 1 -- 2
270 -- 1 -- 432 -- 1313 -- 318 -- 85.370234 -- 0.285 -- 2
269 -- 1 -- 458 -- 1338 -- 318 -- 85.407905 -- 0.297 -- 2
279 -- 1 -- 458 -- 1339 -- 318 -- 82.95974699999999 -- 0.301 -- 2
280 -- 1 -- 461 -- 1341 -- 318 -- 83.32502100000001 -- 0.303 -- 2
272 -- 1 -- 459 -- 1339 -- 318 -- 85.587318 -- 0.302 -- 2
310 -- 1 -- 316 -- 1192 -- 318 -- 77.442233 -- 0.199 -- 2
476 -- 1 -- 460 -- 1340 -- 318 -- 25.329746 -- 0.984 -- 2
555 -- 1 -- 100 -- 405 -- 320 -- 2.590578 -- 0.993 -- 3
268 -- 1 -- 463 -- 1337 -- 318 -- 85.562848 -- 0.465 -- 2
449 -- 1 -- 461 -- 1341 -- 318 -- 29.78361 -- 0.859 -- 2
293 -- 1 -- 454 -- 1329 -- 318 -- 74.806499 -- 0.241 -- 2
487 -- 1 -- 247 -- 1129 -- 318 -- 21.766946 -- 0.898 -- 2
477 -- 1 -- 459 -- 1340 -- 318 -- 25.268316 -- 0.978 -- 2
278 -- 1 -- 458 -- 1338 -- 318 -- 83.90057899999999 -- 0.314 -- 2
430 -- 1 -- 448 -- 1328 -- 318 -- 44.844046 -- 0.618 -- 2
296 -- 1 -- 462 -- 1336 -- 318 -- 83.882825 -- 0.219 -- 2
565 -- 1 -- 101 -- 406 -- 320 -- 2.612189 -- 0.991 -- 3
277 -- 1 -- 459 -- 1339 -- 318 -- 84.431622 -- 0.473 -- 2
488 -- 1 -- 447 -- 1328 -- 318 -- 22.380932 -- 1 -- 2
299 -- 1 -- 457 -- 1332 -- 318 -- 84.44985200000001 -- 0.218 -- 2
288 -- 1 -- 446 -- 1326 -- 318 -- 50.328682 -- 0.489 -- 2
290 -- 1 -- 451 -- 1331 -- 318 -- 49.227671 -- 0.775 -- 2
294 -- 1 -- 455 -- 1336 -- 318 -- 88.065652 -- 0.263 -- 2
298 -- 1 -- 462 -- 1336 -- 318 -- 82.218772 -- 0.228 -- 2
300 -- 1 -- 455 -- 1336 -- 318 -- 85.94618 -- 0.288 -- 2
301 -- 1 -- 455 -- 1336 -- 318 -- 85.141899 -- 0.284 -- 2
302 -- 1 -- 457 -- 1331 -- 318 -- 81.992952 -- 0.225 -- 2
304 -- 1 -- 461 -- 1336 -- 318 -- 84.250739 -- 0.223 -- 2
575 -- 1 -- 100 -- 405 -- 320 -- 2.634756 -- 0.989 -- 3
585 -- 1 -- 103 -- 408 -- 321 -- 3.118694 -- 0.992 -- 3
291 -- 1 -- 447 -- 1327 -- 318 -- 51.413569 -- 0.463 -- 2
369 -- 1 -- 455 -- 1335 -- 318 -- 63.892458 -- 0.388 -- 2
372 -- 1 -- 461 -- 1335 -- 318 -- 60.560186 -- 0.322 -- 2
374 -- 1 -- 461 -- 1335 -- 318 -- 59.715849 -- 0.315 -- 2
376 -- 1 -- 460 -- 1334 -- 318 -- 59.232769 -- 0.317 -- 2
377 -- 1 -- 466 -- 1340 -- 318 -- 60.436063 -- 0.323 -- 2
378 -- 1 -- 455 -- 1335 -- 318 -- 60.907007 -- 0.402 -- 2
409 -- 1 -- 424 -- 1304 -- 318 -- 46.646226 -- 0.852 -- 2
416 -- 1 -- 456 -- 1336 -- 318 -- 46.487944 -- 0.515 -- 2
420 -- 1 -- 457 -- 1337 -- 318 -- 47.402317 -- 0.521 -- 2
421 -- 1 -- 462 -- 1342 -- 318 -- 46.954022 -- 0.53 -- 2
439 -- 1 -- 460 -- 1335 -- 318 -- 37.91178 -- 0.487 -- 2
440 -- 1 -- 461 -- 1335 -- 318 -- 38.226903 -- 0.488 -- 2
479 -- 1 -- 465 -- 1339 -- 318 -- 26.453367 -- 0.904 -- 2
480 -- 1 -- 461 -- 1342 -- 318 -- 27.36937 -- 0.924 -- 2
481 -- 1 -- 455 -- 1335 -- 318 -- 26.477251 -- 0.918 -- 2
482 -- 1 -- 459 -- 1339 -- 318 -- 27.000917 -- 0.891 -- 2
484 -- 1 -- 459 -- 1339 -- 318 -- 28.664304 -- 0.879 -- 2
486 -- 1 -- 466 -- 1340 -- 318 -- 27.342596 -- 0.891 -- 2
489 -- 1 -- 466 -- 1340 -- 318 -- 25.705746 -- 0.998 -- 2
490 -- 1 -- 463 -- 1337 -- 318 -- 24.161851 -- 0.997 -- 2
491 -- 1 -- 466 -- 1340 -- 318 -- 25.754401 -- 0.997 -- 2
247 -- 1 -- 454 -- 1334 -- 318 -- 93.864273 -- 0.259 -- 2
248 -- 1 -- 458 -- 1338 -- 318 -- 92.15217699999999 -- 0.284 -- 2
249 -- 1 -- 454 -- 1334 -- 318 -- 91.82700800000001 -- 0.43 -- 2
250 -- 1 -- 458 -- 1338 -- 318 -- 91.816096 -- 0.271 -- 2
252 -- 1 -- 455 -- 1333 -- 318 -- 95.04467 -- 0.259 -- 2
253 -- 1 -- 460 -- 1339 -- 318 -- 95.20948 -- 0.271 -- 2
382 -- 1 -- 461 -- 1335 -- 318 -- 60.334556 -- 0.418 -- 2
255 -- 1 -- 458 -- 1338 -- 318 -- 95.799206 -- 0.254 -- 2
251 -- 1 -- 457 -- 1338 -- 318 -- 95.50982500000001 -- 0.284 -- 2
418 -- 1 -- 457 -- 1337 -- 318 -- 50.996954 -- 0.473 -- 2
303 -- 1 -- 456 -- 1336 -- 318 -- 86.328642 -- 0.275 -- 2
436 -- 1 -- 467 -- 1340 -- 318 -- 41.524163 -- 0.472 -- 2
289 -- 1 -- 451 -- 1331 -- 318 -- 52.290445 -- 0.5 -- 2
297 -- 1 -- 462 -- 1336 -- 318 -- 82.06667299999999 -- 0.302 -- 2
417 -- 1 -- 460 -- 1340 -- 318 -- 51.586268 -- 0.463 -- 2
254 -- 1 -- 453 -- 1333 -- 318 -- 96.46531 -- 0.428 -- 2
379 -- 1 -- 454 -- 1335 -- 318 -- 61.918711 -- 0.424 -- 2
437 -- 1 -- 461 -- 1335 -- 318 -- 41.439487 -- 0.448 -- 2
466 -- 1 -- 414 -- 1296 -- 318 -- 34.369807 -- 0.628 -- 2
309 -- 1 -- 459 -- 1336 -- 318 -- 85.57715399999999 -- 0.273 -- 2
307 -- 1 -- 457 -- 1332 -- 318 -- 84.074291 -- 0.293 -- 2
442 -- 1 -- 460 -- 1335 -- 318 -- 40.706354 -- 0.473 -- 2
433 -- 1 -- 454 -- 1335 -- 318 -- 46.93671 -- 0.541 -- 2
591 -- 1 -- 103 -- 408 -- 321 -- 2.202922 -- 0.988 -- 3
438 -- 1 -- 466 -- 1340 -- 318 -- 42.137836 -- 0.457 -- 2
306 -- 1 -- 456 -- 1336 -- 318 -- 87.28095 -- 0.3 -- 2
308 -- 1 -- 462 -- 1336 -- 318 -- 86.754796 -- 0.288 -- 2
434 -- 1 -- 454 -- 1335 -- 318 -- 46.160023 -- 0.546 -- 2
593 -- 1 -- 99 -- 404 -- 320 -- 2.72154 -- 0.982 -- 3
594 -- 1 -- 101 -- 406 -- 320 -- 2.771265 -- 0.991 -- 3
419 -- 1 -- 460 -- 1340 -- 318 -- 53.613777 -- 0.481 -- 2
373 -- 1 -- 460 -- 1340 -- 318 -- 66.458997 -- 0.408 -- 2
592 -- 1 -- 103 -- 408 -- 321 -- 3.100408 -- 0.992 -- 3
509 -- 1 -- 448 -- 1328 -- 318 -- 23.106624 -- 1 -- 2
370 -- 1 -- 466 -- 1340 -- 318 -- 67.51547600000001 -- 0.382 -- 2
383 -- 1 -- 462 -- 1340 -- 318 -- 63.226607 -- 0.39 -- 2
635 -- 1 -- 100 -- 405 -- 320 -- 2.729024 -- 0.989 -- 3
461 -- 1 -- 467 -- 1340 -- 318 -- 37.200008 -- 0.66 -- 2
380 -- 1 -- 460 -- 1340 -- 318 -- 64.801913 -- 0.415 -- 2
511 -- 1 -- 455 -- 1335 -- 318 -- 23.168915 -- 0.994 -- 2
510 -- 1 -- 462 -- 1342 -- 318 -- 24.229911 -- 0.996 -- 2
645 -- 1 -- 100 -- 405 -- 320 -- 2.635886 -- 0.995 -- 3
464 -- 1 -- 461 -- 1340 -- 318 -- 38.077938 -- 0.648 -- 2
448 -- 1 -- 455 -- 1335 -- 318 -- 41.30665 -- 0.644 -- 2
462 -- 1 -- 461 -- 1335 -- 318 -- 38.962668 -- 0.642 -- 2
458 -- 1 -- 461 -- 1341 -- 318 -- 38.400947 -- 0.658 -- 2
655 -- 1 -- 103 -- 408 -- 322 -- 2.910741 -- 0.992 -- 3
463 -- 1 -- 440 -- 1320 -- 318 -- 39.525522 -- 0.666 -- 2
512 -- 1 -- 460 -- 1340 -- 318 -- 23.394601 -- 0.994 -- 2
450 -- 1 -- 467 -- 1341 -- 318 -- 43.566114 -- 0.638 -- 2
665 -- 1 -- 104 -- 409 -- 321 -- 2.900188 -- 0.992 -- 3
525 -- 1 -- 102 -- 407 -- 321 -- 19.783658 -- 0.925 -- 3
561 -- 1 -- 461 -- 1335 -- 318 -- 19.440989 -- 0.95 -- 2
459 -- 1 -- 463 -- 1337 -- 318 -- 46.304833 -- 0.572 -- 2
446 -- 1 -- 459 -- 1339 -- 318 -- 49.213797 -- 0.524 -- 2
566 -- 1 -- 466 -- 1340 -- 318 -- 20.395367 -- 0.925 -- 2
567 -- 1 -- 314 -- 1197 -- 318 -- 20.194743 -- 0.976 -- 2
547 -- 1 -- 462 -- 1336 -- 318 -- 18.35638 -- 0.996 -- 2
675 -- 1 -- 105 -- 411 -- 322 -- 2.468845 -- 0.991 -- 3
460 -- 1 -- 461 -- 1340 -- 318 -- 48.819822 -- 0.527 -- 2
560 -- 1 -- 455 -- 1335 -- 318 -- 23.31682 -- 0.969 -- 2
549 -- 1 -- 431 -- 1305 -- 318 -- 24.956473 -- 0.999 -- 2
452 -- 1 -- 460 -- 1340 -- 318 -- 49.609228 -- 0.527 -- 2
368 -- 1 -- 461 -- 1335 -- 318 -- 82.61332899999999 -- 0.228 -- 2
550 -- 1 -- 457 -- 1335 -- 318 -- 24.762336 -- 0.964 -- 2
557 -- 1 -- 461 -- 1335 -- 318 -- 23.998453 -- 0.958 -- 2
282 -- 1 -- 446 -- 1326 -- 318 -- 105.350073 -- 0.239 -- 2
553 -- 1 -- 455 -- 1335 -- 318 -- 24.740704 -- 0.958 -- 2
551 -- 1 -- 455 -- 1335 -- 318 -- 25.07223 -- 0.962 -- 2
552 -- 1 -- 461 -- 1340 -- 318 -- 24.671377 -- 0.958 -- 2
623 -- 1 -- 184 -- 1069 -- 318 -- 15.658005 -- 0.998 -- 2
548 -- 1 -- 455 -- 1335 -- 318 -- 23.261152 -- 0.997 -- 2
558 -- 1 -- 461 -- 1335 -- 318 -- 25.012022 -- 0.963 -- 2
563 -- 1 -- 455 -- 1335 -- 318 -- 24.670757 -- 0.965 -- 2
554 -- 1 -- 455 -- 1335 -- 318 -- 25.553163 -- 0.954 -- 2
559 -- 1 -- 461 -- 1341 -- 318 -- 25.171368 -- 0.959 -- 2
562 -- 1 -- 461 -- 1341 -- 318 -- 24.904857 -- 0.956 -- 2
564 -- 1 -- 456 -- 1337 -- 318 -- 24.988691 -- 0.964 -- 2
556 -- 1 -- 461 -- 1341 -- 318 -- 25.946997 -- 0.962 -- 2
366 -- 1 -- 463 -- 1337 -- 318 -- 86.444146 -- 0.219 -- 2
364 -- 1 -- 461 -- 1333 -- 318 -- 87.194782 -- 0.216 -- 2
689 -- 1 -- 104 -- 409 -- 321 -- 2.99192 -- 0.994 -- 3
589 -- 1 -- 465 -- 1345 -- 318 -- 23.569679 -- 1 -- 2
634 -- 1 -- 461 -- 1335 -- 318 -- 18.17403 -- 0.986 -- 2
588 -- 1 -- 462 -- 1342 -- 318 -- 23.955765 -- 0.996 -- 2
595 -- 1 -- 466 -- 1340 -- 318 -- 19.070337 -- 0.999 -- 2
699 -- 1 -- 101 -- 406 -- 320 -- 3.068815 -- 0.992 -- 3
640 -- 1 -- 460 -- 1335 -- 318 -- 18.324812 -- 0.991 -- 2
546 -- 1 -- 392 -- 1273 -- 318 -- 29.808021 -- 0.716 -- 2
646 -- 1 -- 463 -- 1337 -- 318 -- 18.405768 -- 0.998 -- 2
644 -- 1 -- 430 -- 1304 -- 318 -- 18.937638 -- 0.998 -- 2
632 -- 1 -- 466 -- 1340 -- 318 -- 19.01943 -- 0.988 -- 2
709 -- 1 -- 103 -- 408 -- 321 -- 3.048111 -- 0.992 -- 3
590 -- 1 -- 465 -- 1340 -- 318 -- 22.030683 -- 1 -- 2
663 -- 1 -- 251 -- 1129 -- 318 -- 17.449034 -- 0.997 -- 2
596 -- 1 -- 455 -- 1335 -- 318 -- 22.783358 -- 0.997 -- 2
604 -- 1 -- 460 -- 1334 -- 318 -- 22.817131 -- 1 -- 2
241 -- 1 -- 450 -- 1330 -- 318 -- 122.682779 -- 0.209 -- 2
599 -- 1 -- 454 -- 1334 -- 318 -- 23.190249 -- 1.001 -- 2
633 -- 1 -- 454 -- 1334 -- 318 -- 23.018815 -- 0.991 -- 2
602 -- 1 -- 454 -- 1335 -- 318 -- 23.280847 -- 0.997 -- 2
598 -- 1 -- 460 -- 1340 -- 318 -- 23.611624 -- 0.997 -- 2
597 -- 1 -- 459 -- 1339 -- 318 -- 23.634512 -- 0.999 -- 2
422 -- 1 -- 456 -- 1336 -- 318 -- 33.968195 -- 0.673 -- 2
624 -- 1 -- 461 -- 1341 -- 318 -- 23.786199 -- 1.001 -- 2
605 -- 1 -- 460 -- 1340 -- 318 -- 24.001242 -- 0.998 -- 2
637 -- 1 -- 454 -- 1334 -- 318 -- 23.351488 -- 0.993 -- 2
601 -- 1 -- 466 -- 1340 -- 318 -- 24.113404 -- 0.999 -- 2
607 -- 1 -- 454 -- 1335 -- 318 -- 24.042944 -- 0.955 -- 2
638 -- 1 -- 454 -- 1335 -- 318 -- 23.155039 -- 0.996 -- 2
367 -- 1 -- 460 -- 1340 -- 318 -- 91.850495 -- 0.277 -- 2
719 -- 1 -- 104 -- 409 -- 322 -- 2.895257 -- 0.992 -- 3
603 -- 1 -- 460 -- 1340 -- 318 -- 24.465304 -- 0.998 -- 2
609 -- 1 -- 442 -- 1323 -- 318 -- 24.70962 -- 0.944 -- 2
600 -- 1 -- 460 -- 1340 -- 318 -- 24.925385 -- 1.001 -- 2
641 -- 1 -- 455 -- 1335 -- 318 -- 24.043759 -- 0.989 -- 2
608 -- 1 -- 461 -- 1339 -- 318 -- 25.561889 -- 0.947 -- 2
636 -- 1 -- 468 -- 1342 -- 318 -- 25.121617 -- 0.995 -- 2
287 -- 1 -- 450 -- 1331 -- 318 -- 35.827785 -- 1.083 -- 2
642 -- 1 -- 448 -- 1323 -- 318 -- 24.385168 -- 0.994 -- 2
606 -- 1 -- 459 -- 1339 -- 318 -- 25.868745 -- 0.954 -- 2
639 -- 1 -- 460 -- 1340 -- 318 -- 24.903678 -- 0.992 -- 2
651 -- 1 -- 444 -- 1324 -- 318 -- 23.516387 -- 1 -- 2
648 -- 1 -- 441 -- 1321 -- 318 -- 23.959385 -- 1 -- 2
649 -- 1 -- 456 -- 1336 -- 318 -- 23.793099 -- 1.001 -- 2
652 -- 1 -- 465 -- 1337 -- 318 -- 23.602237 -- 0.998 -- 2
643 -- 1 -- 453 -- 1328 -- 318 -- 24.610866 -- 0.997 -- 2
653 -- 1 -- 445 -- 1326 -- 318 -- 23.565126 -- 1.001 -- 2
657 -- 1 -- 448 -- 1326 -- 318 -- 23.224078 -- 1.001 -- 2
729 -- 1 -- 100 -- 405 -- 320 -- 2.91807 -- 0.992 -- 3
660 -- 1 -- 445 -- 1325 -- 318 -- 23.366873 -- 1 -- 2
656 -- 1 -- 457 -- 1337 -- 318 -- 23.564609 -- 0.998 -- 2
654 -- 1 -- 443 -- 1323 -- 318 -- 23.82822 -- 0.994 -- 2
661 -- 1 -- 456 -- 1337 -- 318 -- 23.131166 -- 0.989 -- 2
647 -- 1 -- 430 -- 1310 -- 318 -- 24.079054 -- 1.001 -- 2
659 -- 1 -- 431 -- 1311 -- 318 -- 24.072859 -- 0.998 -- 2
739 -- 1 -- 103 -- 408 -- 321 -- 2.989428 -- 0.993 -- 3
650 -- 1 -- 426 -- 1303 -- 318 -- 25.176406 -- 0.999 -- 2
536 -- 1 -- 461 -- 1336 -- 318 -- 39.023951 -- 0.475 -- 2
662 -- 1 -- 435 -- 1315 -- 318 -- 24.240538 -- 0.983 -- 2
748 -- 1 -- 100 -- 405 -- 320 -- 2.807226 -- 0.995 -- 3
759 -- 1 -- 102 -- 407 -- 321 -- 2.725335 -- 0.994 -- 3
685 -- 1 -- 454 -- 1328 -- 318 -- 18.113154 -- 0.996 -- 2
693 -- 1 -- 239 -- 1123 -- 318 -- 18.471905 -- 0.996 -- 2
690 -- 1 -- 460 -- 1334 -- 318 -- 18.84664 -- 0.999 -- 2
769 -- 1 -- 105 -- 411 -- 322 -- 2.545565 -- 0.991 -- 3
441 -- 1 -- 460 -- 1340 -- 318 -- 74.382166 -- 0.373 -- 2
706 -- 1 -- 459 -- 1331 -- 318 -- 18.731116 -- 0.995 -- 2
542 -- 1 -- 461 -- 1335 -- 318 -- 35.989818 -- 0.514 -- 2
443 -- 1 -- 460 -- 1340 -- 318 -- 74.59604 -- 0.341 -- 2
707 -- 1 -- 470 -- 1344 -- 318 -- 19.037428 -- 0.995 -- 2
454 -- 1 -- 461 -- 1341 -- 318 -- 47.475301 -- 0.845 -- 2
540 -- 1 -- 461 -- 1336 -- 318 -- 37.270667 -- 0.499 -- 2
687 -- 1 -- 448 -- 1328 -- 318 -- 23.784703 -- 1 -- 2
710 -- 1 -- 470 -- 1344 -- 318 -- 20.339184 -- 0.9409999999999999 -- 2
712 -- 1 -- 470 -- 1344 -- 318 -- 20.050315 -- 0.952 -- 2
779 -- 1 -- 106 -- 411 -- 321 -- 2.276191 -- 0.992 -- 3
483 -- 1 -- 463 -- 1343 -- 318 -- 51.310409 -- 0.738 -- 2
543 -- 1 -- 450 -- 1324 -- 318 -- 39.918761 -- 0.478 -- 2
714 -- 1 -- 471 -- 1345 -- 318 -- 20.609448 -- 0.923 -- 2
704 -- 1 -- 215 -- 1100 -- 318 -- 23.316499 -- 0.8070000000000001 -- 2
716 -- 1 -- 470 -- 1344 -- 318 -- 20.057175 -- 0.9370000000000001 -- 2
705 -- 1 -- 442 -- 1322 -- 318 -- 23.665825 -- 0.993 -- 2
691 -- 1 -- 454 -- 1328 -- 318 -- 25.733264 -- 0.988 -- 2
684 -- 1 -- 462 -- 1334 -- 318 -- 25.796481 -- 0.997 -- 2
688 -- 1 -- 460 -- 1334 -- 318 -- 26.070209 -- 0.997 -- 2
717 -- 1 -- 470 -- 1344 -- 318 -- 20.597869 -- 0.923 -- 2
456 -- 1 -- 460 -- 1340 -- 318 -- 53.196044 -- 0.453 -- 2
718 -- 1 -- 470 -- 1344 -- 318 -- 20.431222 -- 0.913 -- 2
544 -- 1 -- 455 -- 1336 -- 318 -- 51.756921 -- 0.482 -- 2
686 -- 1 -- 454 -- 1334 -- 318 -- 26.997751 -- 0.998 -- 2
725 -- 1 -- 252 -- 1136 -- 318 -- 18.921077 -- 0.988 -- 2
613 -- 1 -- 461 -- 1333 -- 318 -- 42.673129 -- 0.434 -- 2
708 -- 1 -- 464 -- 1344 -- 318 -- 24.79444 -- 0.961 -- 2
545 -- 1 -- 459 -- 1339 -- 318 -- 53.94458 -- 0.457 -- 2
789 -- 1 -- 114 -- 419 -- 321 -- 3.339461 -- 0.992 -- 3
530 -- 1 -- 454 -- 1335 -- 318 -- 55.439406 -- 0.462 -- 2
539 -- 1 -- 463 -- 1339 -- 318 -- 44.561226 -- 0.572 -- 2
424 -- 1 -- 205 -- 1089 -- 318 -- 54.94458 -- 0.32 -- 2
711 -- 1 -- 465 -- 1345 -- 318 -- 25.842429 -- 0.931 -- 2
457 -- 1 -- 466 -- 1340 -- 318 -- 56.409322 -- 0.442 -- 2
799 -- 1 -- 101 -- 406 -- 320 -- 2.077708 -- 0.989 -- 3
720 -- 1 -- 464 -- 1344 -- 318 -- 23.633111 -- 1.001 -- 2
455 -- 1 -- 455 -- 1335 -- 318 -- 57.469316 -- 0.448 -- 2
541 -- 1 -- 462 -- 1343 -- 318 -- 46.199781 -- 0.551 -- 2
745 -- 1 -- 369 -- 1249 -- 318 -- 20.393606 -- 1 -- 2
726 -- 1 -- 463 -- 1343 -- 318 -- 23.149998 -- 0.998 -- 2
715 -- 1 -- 471 -- 1345 -- 318 -- 26.692154 -- 0.949 -- 2
529 -- 1 -- 264 -- 1142 -- 318 -- 58.236931 -- 0.332 -- 2
713 -- 1 -- 467 -- 1345 -- 318 -- 27.715287 -- 0.944 -- 2
728 -- 1 -- 464 -- 1344 -- 318 -- 23.523163 -- 0.998 -- 2
736 -- 1 -- 467 -- 1345 -- 318 -- 22.975797 -- 0.998 -- 2
765 -- 1 -- 466 -- 1340 -- 318 -- 18.913644 -- 0.998 -- 2
721 -- 1 -- 464 -- 1344 -- 318 -- 25.061598 -- 1.001 -- 2
733 -- 1 -- 466 -- 1344 -- 318 -- 23.098231 -- 0.999 -- 2
731 -- 1 -- 464 -- 1344 -- 318 -- 23.267988 -- 0.999 -- 2
735 -- 1 -- 464 -- 1344 -- 318 -- 23.511769 -- 1 -- 2
692 -- 1 -- 454 -- 1334 -- 318 -- 24.367627 -- 0.983 -- 2
723 -- 1 -- 469 -- 1343 -- 318 -- 25.208299 -- 0.954 -- 2
732 -- 1 -- 464 -- 1344 -- 318 -- 24.229565 -- 0.997 -- 2
722 -- 1 -- 463 -- 1343 -- 318 -- 25.643212 -- 0.954 -- 2
737 -- 1 -- 464 -- 1344 -- 318 -- 24.492466 -- 0.998 -- 2
741 -- 1 -- 471 -- 1345 -- 318 -- 23.803346 -- 1 -- 2
747 -- 1 -- 459 -- 1337 -- 318 -- 22.844451 -- 1 -- 2
743 -- 1 -- 464 -- 1345 -- 318 -- 23.244111 -- 0.999 -- 2
727 -- 1 -- 464 -- 1344 -- 318 -- 24.782042 -- 0.997 -- 2
738 -- 1 -- 465 -- 1345 -- 318 -- 24.535993 -- 1.001 -- 2
758 -- 1 -- 457 -- 1337 -- 318 -- 22.284724 -- 0.997 -- 2
809 -- 1 -- 116 -- 421 -- 322 -- 3.52771 -- 0.993 -- 3
742 -- 1 -- 464 -- 1344 -- 318 -- 24.076969 -- 0.996 -- 2
520 -- 1 -- 461 -- 1335 -- 318 -- 62.722047 -- 0.296 -- 2
746 -- 1 -- 460 -- 1340 -- 318 -- 23.579912 -- 0.996 -- 2
724 -- 1 -- 464 -- 1345 -- 318 -- 26.559867 -- 0.964 -- 2
762 -- 1 -- 414 -- 1295 -- 318 -- 22.281291 -- 0.994 -- 2
